Section_id,bow,lemmas
156,"['de', 'inpensis', 'in', 'res', 'dotales', 'factis']","[('de', 'de'), ('inpensis', 'impensa'), ('in', 'in'), ('res', 'res'), ('dotales', 'dotal'), ('factis', 'facio')]"
157,"['de', 'actione', 'rerum', 'amotarum']","[('de', 'de'), ('actione', 'actio'), ('rerum', 'res'), ('amotarum', 'amotaris')]"
158,"['de', 'agnoscendis', 'et', 'alendis', 'liberis', 'vel', 'parentibus', 'vel', 'patronis', 'vel', 'libertis']","[('de', 'de'), ('agnoscendis', 'agnosco'), ('et', 'et'), ('alendis', 'alo'), ('liberis', 'liber'), ('vel', 'vel'), ('parentibus', 'parens'), ('vel', 'vel'), ('patronis', 'patronus'), ('vel', 'vel'), ('libertis', 'libertus')]"
159,"['de', 'inspiciendo', 'ventre', 'custodiendoque', 'partu']","[('de', 'de'), ('inspiciendo', 'inspicio'), ('ventre', 'venter'), ('custodiendoque', 'custodio'), ('partu', 'partus')]"
160,"['si', 'ventris', 'nomine', 'muliere', 'in', 'possessionem', 'missa', 'eadem', 'possessio', 'dolo', 'malo', 'ad', 'alium', 'translata', 'esse', 'dicatur']","[('si', 'si'), ('ventris', 'venter'), ('nomine', 'nomen'), ('muliere', 'mulier'), ('in', 'in'), ('possessionem', 'possessio'), ('missa', 'mitto'), ('eadem', 'idem'), ('possessio', 'possessio'), ('dolo', 'dolo1'), ('malo', 'malo'), ('ad', 'ad'), ('alium', 'alius'), ('translata', 'transfero'), ('esse', 'sum'), ('dicatur', 'dico')]"
161,"['si', 'mulier', 'ventris', 'nomine', 'in', 'possessione', 'calumniae', 'causa', 'esse', 'dicetur']","[('si', 'si'), ('mulier', 'mulier'), ('ventris', 'venter'), ('nomine', 'nomen'), ('in', 'in'), ('possessione', 'possessio'), ('calumniae', 'calumnia'), ('causa', 'causa'), ('esse', 'sum'), ('dicetur', 'dico')]"
162,"['de', 'concubinis']","[('de', 'de'), ('concubinis', 'concubina')]"
163,"['de', 'tutelis']","[('de', 'de'), ('tutelis', 'tutelis')]"
164,"['de', 'testamentaria', 'tutela']","[('de', 'de'), ('testamentaria', 'testamentarius'), ('tutela', 'tutela')]"
165,"['de', 'confirmando', 'tutore', 'vel', 'curatore']","[('de', 'de'), ('confirmando', 'confirmo'), ('tutore', 'tutor'), ('vel', 'vel'), ('curatore', 'curator')]"
166,"['de', 'legitimis', 'tutoribus']","[('de', 'de'), ('legitimis', 'legitimus'), ('tutoribus', 'tutor')]"
167,"['de', 'tutoribus', 'et', 'curatoribus', 'datis', 'ab', 'his', 'qui', 'ius', 'dandi', 'habent']","[('de', 'de'), ('tutoribus', 'tutor'), ('et', 'et'), ('curatoribus', 'curator'), ('datis', 'do'), ('ab', 'ab'), ('his', 'hic'), ('qui', 'qui'), ('ius', 'ius'), ('dandi', 'do'), ('habent', 'habeo')]"
168,"['qui', 'petant', 'tutores', 'vel', 'curatores', 'et', 'ubi', 'petantur']","[('qui', 'qui'), ('petant', 'peto'), ('tutores', 'tutor'), ('vel', 'vel'), ('curatores', 'curator'), ('et', 'et'), ('ubi', 'ubi'), ('petantur', 'peto')]"
169,"['de', 'administratione', 'et', 'periculo', 'tutorum', 'et', 'curatorum', 'qui', 'gesserint', 'vel', 'non', 'et', 'de', 'agentibus', 'vel', 'conveniendis', 'uno', 'vel', 'pluribus']","[('de', 'de'), ('administratione', 'administratio'), ('et', 'et'), ('periculo', 'periculum'), ('tutorum', 'tutor'), ('et', 'et'), ('curatorum', 'curator'), ('qui', 'qui'), ('gesserint', 'gero1'), ('vel', 'vel'), ('non', 'non'), ('et', 'et'), ('de', 'de'), ('agentibus', 'ago'), ('vel', 'vel'), ('conveniendis', 'convenio'), ('uno', 'unus'), ('vel', 'vel'), ('pluribus', 'multus')]"
170,"['de', 'auctoritate', 'et', 'consensu', 'tutorum', 'et', 'curatorum']","[('de', 'de'), ('auctoritate', 'auctoritas'), ('et', 'et'), ('consensu', 'consensus'), ('tutorum', 'tutor'), ('et', 'et'), ('curatorum', 'curator')]"
171,"['quando', 'ex', 'facto', 'tutoris', 'vel', 'curatoris', 'minores', 'agere', 'vel', 'conveniri', 'possunt']","[('quando', 'quando'), ('ex', 'ex'), ('facto', 'factum'), ('tutoris', 'tutor'), ('vel', 'vel'), ('curatoris', 'curator'), ('minores', 'paruus'), ('agere', 'ago'), ('vel', 'vel'), ('conveniri', 'convenio'), ('possunt', 'possum')]"
172,"['de', 'suspectis', 'tutoribus', 'et', 'curatoribus']","[('de', 'de'), ('suspectis', 'suspicio'), ('tutoribus', 'tutor'), ('et', 'et'), ('curatoribus', 'curator')]"
173,"['de', 'excusationibus']","[('de', 'de'), ('excusationibus', 'excusatio')]"
174,"['ubi', 'pupillus', 'educari', 'vel', 'morari', 'debeat', 'et', 'de', 'alimentis', 'ei', 'praestandis']","[('ubi', 'ubi'), ('pupillus', 'pupillus'), ('educari', 'educaris'), ('vel', 'vel'), ('morari', 'moraris'), ('debeat', 'debeo'), ('et', 'et'), ('de', 'de'), ('alimentis', 'alimentum'), ('ei', 'is'), ('praestandis', 'praesto2')]"
175,"['de', 'tutelae', 'et', 'rationibus', 'distrahendis', 'et', 'utili', 'curationis', 'causa', 'actione']","[('de', 'de'), ('tutelae', 'tutela'), ('et', 'et'), ('rationibus', 'ratio'), ('distrahendis', 'distraho'), ('et', 'et'), ('utili', 'utilis'), ('curationis', 'curatio'), ('causa', 'causa'), ('actione', 'actio')]"
176,"['de', 'contraria', 'tutelae', 'et', 'utili', 'actione']","[('de', 'de'), ('contraria', 'contrarius'), ('tutelae', 'tutela'), ('et', 'et'), ('utili', 'utilis'), ('actione', 'actio')]"
177,"['de', 'eo', 'qui', 'pro', 'tutore', 'prove', 'curatore', 'negotia', 'gessit']","[('de', 'de'), ('eo', 'is'), ('qui', 'qui'), ('pro', 'pro'), ('tutore', 'tutor'), ('prove', 'pro1'), ('curatore', 'curator'), ('negotia', 'negotium'), ('gessit', 'gero')]"
178,"['quod', 'falso', 'tutore', 'auctore', 'gestum', 'esse', 'dicatur']","[('quod', 'qui'), ('falso', 'fallo'), ('tutore', 'tutor'), ('auctore', 'auctor'), ('gestum', 'gero'), ('esse', 'sum'), ('dicatur', 'dico')]"
179,"['de', 'fideiussoribus', 'et', 'nominatoribus', 'et', 'heredibus', 'tutorum', 'et', 'curatorum']","[('de', 'de'), ('fideiussoribus', 'fideiussor'), ('et', 'et'), ('nominatoribus', 'nominator'), ('et', 'et'), ('heredibus', 'heres'), ('tutorum', 'tutor'), ('et', 'et'), ('curatorum', 'curator')]"
180,"['de', 'magistratibus', 'conveniendis']","[('de', 'de'), ('magistratibus', 'magistratus'), ('conveniendis', 'convenio')]"
181,"['de', 'rebus', 'eorum']","[('de', 'de'), ('rebus', 'res'), ('eorum', 'is')]"
182,"['de', 'curatoribus', 'furioso', 'et', 'aliis', 'extra', 'minores', 'dandis']","[('de', 'de'), ('curatoribus', 'curator'), ('furioso', 'furiosus'), ('et', 'et'), ('aliis', 'alius'), ('extra', 'extra'), ('minores', 'paruus'), ('dandis', 'do')]"
183,"['qui', 'testamenta', 'facere', 'possunt', 'et', 'quemadmodum', 'testamenta', 'fiant']","[('qui', 'qui'), ('testamenta', 'testamentum'), ('facere', 'facio'), ('possunt', 'possum'), ('et', 'et'), ('quemadmodum', 'quemadmodum'), ('testamenta', 'testamentum'), ('fiant', 'fio')]"
184,"['de', 'liberis', 'et', 'postumis', 'heredibus', 'instituendis', 'vel', 'exheredandis']","[('de', 'de'), ('liberis', 'liber'), ('et', 'et'), ('postumis', 'postumus'), ('heredibus', 'heres'), ('instituendis', 'instituo'), ('vel', 'vel'), ('exheredandis', 'exheredo')]"
185,"['de', 'iniusto', 'rupto', 'irrito', 'facto', 'testamento']","[('de', 'de'), ('iniusto', 'iniustus'), ('rupto', 'rumpo'), ('irrito', 'irrito1'), ('facto', 'factum'), ('testamento', 'testamentum')]"
186,"['de', 'his', 'quae', 'in', 'testamento', 'delentur', 'inducuntur', 'vel', 'inscribuntur']","[('de', 'de'), ('his', 'hic'), ('quae', 'qui'), ('in', 'in'), ('testamento', 'testamentum'), ('delentur', 'deleo'), ('inducuntur', 'induco'), ('vel', 'vel'), ('inscribuntur', 'inscribo')]"
187,"['de', 'heredibus', 'instituendis']","[('de', 'de'), ('heredibus', 'heres'), ('instituendis', 'instituo')]"
188,"['de', 'vulgari', 'et', 'pupillari', 'substitutione']","[('de', 'de'), ('vulgari', 'vulgaris'), ('et', 'et'), ('pupillari', 'pupillaris'), ('substitutione', 'substitutio')]"
189,"['de', 'condicionibus', 'institutionum']","[('de', 'de'), ('condicionibus', 'condicio'), ('institutionum', 'institutio')]"
190,"['de', 'iure', 'deliberandi']","[('de', 'de'), ('iure', 'ius'), ('deliberandi', 'delibero')]"
191,"['de', 'testamento', 'militis']","[('de', 'de'), ('testamento', 'testamentum'), ('militis', 'miles')]"
192,"['de', 'adquirenda', 'vel', 'omittenda', 'hereditate']","[('de', 'de'), ('adquirenda', 'acquiro'), ('vel', 'vel'), ('omittenda', 'omitto'), ('hereditate', 'hereditas')]"
193,"['testamenta', 'quemadmodum', 'aperiuntur', 'inspiciantur', 'et', 'describantur']","[('testamenta', 'testamentum'), ('quemadmodum', 'quemadmodum'), ('aperiuntur', 'aperio'), ('inspiciantur', 'inspicio'), ('et', 'et'), ('describantur', 'describo')]"
194,"['si', 'quis', 'omissa', 'causa', 'testamenti', 'ab', 'intestato', 'vel', 'alio', 'modo', 'possideat', 'hereditatem']","[('si', 'si'), ('quis', 'quis'), ('omissa', 'omitto'), ('causa', 'causa'), ('testamenti', 'testamentum'), ('ab', 'ab'), ('intestato', 'intestato'), ('vel', 'vel'), ('alio', 'alius'), ('modo', 'modo'), ('possideat', 'possideo'), ('hereditatem', 'hereditas')]"
195,"['de', 'senatus', 'consulto', 'silaniano', 'et', 'claudiano']","[('de', 'de'), ('senatus', 'senatus'), ('consulto', 'consultum'), ('silaniano', 'silaniano'), ('et', 'et'), ('claudiano', 'claudiano')]"
196,"['si', 'quis', 'aliquem', 'testari', 'prohibuerit', 'vel', 'coegerit']","[('si', 'si'), ('quis', 'quis'), ('aliquem', 'aliquis'), ('testari', 'testaris'), ('prohibuerit', 'prohibeo'), ('vel', 'vel'), ('coegerit', 'cogo')]"
197,"['de', 'iure', 'codicillorum']","[('de', 'de'), ('iure', 'ius'), ('codicillorum', 'codicilli')]"
198,"['de', 'legatis', 'et', 'fideicommissis']","[('de', 'de'), ('legatis', 'legatus'), ('et', 'et'), ('fideicommissis', 'fideicommitto')]"
199,"['de', 'legatis', 'et', 'fideicommissis']","[('de', 'de'), ('legatis', 'legatus'), ('et', 'et'), ('fideicommissis', 'fideicommitto')]"
200,"['de', 'legatis', 'et', 'fideicommissis']","[('de', 'de'), ('legatis', 'legatus'), ('et', 'et'), ('fideicommissis', 'fideicommitto')]"
201,"['de', 'annuis', 'legatis', 'et', 'fideicommissis']","[('de', 'de'), ('annuis', 'annuus'), ('legatis', 'legatus'), ('et', 'et'), ('fideicommissis', 'fideicommitto')]"
202,"['de', 'usu', 'et', 'usu', 'fructu', 'et', 'reditu', 'et', 'habitatione', 'et', 'operis', 'per', 'legatum', 'vel', 'fideicommissum', 'datis']","[('de', 'de'), ('usu', 'usus'), ('et', 'et'), ('usu', 'usus'), ('fructu', 'fructus'), ('et', 'et'), ('reditu', 'reditus'), ('et', 'et'), ('habitatione', 'habitatio'), ('et', 'et'), ('operis', 'opus'), ('per', 'per'), ('legatum', 'legatus'), ('vel', 'vel'), ('fideicommissum', 'fideicommitto'), ('datis', 'do')]"
203,"['de', 'servitute', 'legata']","[('de', 'de'), ('servitute', 'servitus'), ('legata', 'lego1')]"
204,"['de', 'dote', 'praelegata']","[('de', 'de'), ('dote', 'dos'), ('praelegata', 'praelego1')]"
205,"['de', 'optione', 'vel', 'electione', 'legata']","[('de', 'de'), ('optione', 'optio'), ('vel', 'vel'), ('electione', 'electio'), ('legata', 'lego1')]"
206,"['de', 'tritico', 'vino', 'vel', 'oleo', 'legato']","[('de', 'de'), ('tritico', 'triticum'), ('vino', 'vinum'), ('vel', 'vel'), ('oleo', 'oleum'), ('legato', 'legatus')]"
207,"['de', 'instructo', 'vel', 'instrumento', 'legato']","[('de', 'de'), ('instructo', 'instruo'), ('vel', 'vel'), ('instrumento', 'instrumentum'), ('legato', 'legatus')]"
208,"['de', 'peculio', 'legato']","[('de', 'de'), ('peculio', 'peculio'), ('legato', 'legatus')]"
209,"['de', 'penu', 'legata']","[('de', 'de'), ('penu', 'penu'), ('legata', 'lego1')]"
210,"['de', 'suppellectile', 'legata']","[('de', 'de'), ('suppellectile', 'suppellectilis'), ('legata', 'lego1')]"
211,"['de', 'alimentis', 'vel', 'cibariis', 'legatis']","[('de', 'de'), ('alimentis', 'alimentum'), ('vel', 'vel'), ('cibariis', 'cibarius'), ('legatis', 'legatus')]"
212,"['de', 'auro', 'argento', 'mundo', 'ornamentis', 'unguentis', 'veste', 'vel', 'vestimentis', 'et', 'statuis', 'legatis']","[('de', 'de'), ('auro', 'aurum'), ('argento', 'argentum'), ('mundo', 'mundus'), ('ornamentis', 'ornamentum'), ('unguentis', 'unguentum'), ('veste', 'vestis'), ('vel', 'vel'), ('vestimentis', 'vestimentum'), ('et', 'et'), ('statuis', 'statuo'), ('legatis', 'legatus')]"
213,"['de', 'liberatione', 'legata']","[('de', 'de'), ('liberatione', 'liberatio'), ('legata', 'lego1')]"
214,"['de', 'adimendis', 'vel', 'transferendis', 'legatis', 'vel', 'fideicommissis']","[('de', 'de'), ('adimendis', 'adimo'), ('vel', 'vel'), ('transferendis', 'transfero'), ('legatis', 'legatus'), ('vel', 'vel'), ('fideicommissis', 'fideicommitto')]"
215,"['de', 'rebus', 'dubiis']","[('de', 'de'), ('rebus', 'res'), ('dubiis', 'dubius')]"
216,"['de', 'his', 'quae', 'poenae', 'causa', 'relinquuntur']","[('de', 'de'), ('his', 'hic'), ('quae', 'qui'), ('poenae', 'poena'), ('causa', 'causa'), ('relinquuntur', 'relinquo')]"
217,"['de', 'regula', 'catoniana']","[('de', 'de'), ('regula', 'regula'), ('catoniana', 'catoniana')]"
218,"['de', 'his', 'quae', 'pro', 'non', 'scriptis', 'habentur']","[('de', 'de'), ('his', 'hic'), ('quae', 'qui'), ('pro', 'pro'), ('non', 'non'), ('scriptis', 'scribo'), ('habentur', 'habeo')]"
219,"['de', 'his', 'quae', 'ut', 'indignis', 'auferuntur']","[('de', 'de'), ('his', 'hic'), ('quae', 'qui'), ('ut', 'ut'), ('indignis', 'indignus'), ('auferuntur', 'aufero')]"
220,"['de', 'condicionibus', 'et', 'demonstrationibus', 'et', 'causis', 'et', 'modis', 'eorum']","[('de', 'de'), ('condicionibus', 'condicio'), ('et', 'et'), ('demonstrationibus', 'demonstratio'), ('et', 'et'), ('causis', 'causa'), ('et', 'et'), ('modis', 'modus'), ('eorum', 'is')]"
221,"['ad', 'legem', 'falcidiam']","[('ad', 'ad'), ('legem', 'lex'), ('falcidiam', 'falcidiam')]"
222,"['si', 'cui', 'plus']","[('si', 'si'), ('cui', 'qui'), ('plus', 'multus')]"
223,"['ad', 'senatus', 'consultum', 'trebellianum']","[('ad', 'ad'), ('senatus', 'senatus'), ('consultum', 'consulo'), ('trebellianum', 'trebellianum')]"
224,"['quando', 'dies', 'legatorum', 'vel', 'fideicommissorum', 'cedat']","[('quando', 'quando'), ('dies', 'dies'), ('legatorum', 'legatus'), ('vel', 'vel'), ('fideicommissorum', 'fideicommissor'), ('cedat', 'cedo')]"
225,"['ut', 'legatorum', 'seu', 'fideicommissorum', 'servandorum', 'causa', 'caveatur']","[('ut', 'ut'), ('legatorum', 'legatus'), ('seu', 'seu'), ('fideicommissorum', 'fideicommissor'), ('servandorum', 'servo'), ('causa', 'causa'), ('caveatur', 'caveatur')]"
226,"['ut', 'in', 'possessionem', 'legatorum', 'vel', 'fideicommissorum', 'servandorum', 'causa', 'esse', 'liceat']","[('ut', 'ut'), ('in', 'in'), ('possessionem', 'possessio'), ('legatorum', 'legatus'), ('vel', 'vel'), ('fideicommissorum', 'fideicommissor'), ('servandorum', 'servo'), ('causa', 'causa'), ('esse', 'sum'), ('liceat', 'licet')]"
227,"['de', 'bonorum', 'possessionibus']","[('de', 'de'), ('bonorum', 'bonus'), ('possessionibus', 'possessio')]"
228,"['si', 'tabulae', 'testamenti', 'extabunt']","[('si', 'si'), ('tabulae', 'tabula'), ('testamenti', 'testamentum'), ('extabunt', 'exto')]"
229,"['de', 'bonorum', 'possessione', 'furioso', 'infanti', 'muto', 'surdo', 'caeco', 'competente']","[('de', 'de'), ('bonorum', 'bonus'), ('possessione', 'possessio'), ('furioso', 'furiosus'), ('infanti', 'infans'), ('muto', 'muto1'), ('surdo', 'surdus'), ('caeco', 'caecus'), ('competente', 'competo')]"
230,"['de', 'bonorum', 'possessione', 'contra', 'tabulas']","[('de', 'de'), ('bonorum', 'bonus'), ('possessione', 'possessio'), ('contra', 'contra'), ('tabulas', 'tabula')]"
231,"['de', 'legatis', 'praestandis', 'contra', 'tabulas', 'bonorum', 'possessione', 'petita']","[('de', 'de'), ('legatis', 'legatus'), ('praestandis', 'praesto2'), ('contra', 'contra'), ('tabulas', 'tabula'), ('bonorum', 'bonus'), ('possessione', 'possessio'), ('petita', 'peto')]"
232,"['de', 'collatione', 'bonorum']","[('de', 'de'), ('collatione', 'collatio'), ('bonorum', 'bonus')]"
233,"['de', 'dotis', 'collatione']","[('de', 'de'), ('dotis', 'dos'), ('collatione', 'collatio')]"
234,"['de', 'coniungendis', 'cum', 'emancipato', 'liberis', 'eius']","[('de', 'de'), ('coniungendis', 'conjungo'), ('cum', 'cum2'), ('emancipato', 'emancipo'), ('liberis', 'liber'), ('eius', 'is')]"
235,"['de', 'ventre', 'in', 'possessionem', 'mittendo', 'et', 'curatore', 'eius']","[('de', 'de'), ('ventre', 'venter'), ('in', 'in'), ('possessionem', 'possessio'), ('mittendo', 'mitto'), ('et', 'et'), ('curatore', 'curator'), ('eius', 'is')]"
236,"['de', 'carboniano', 'edicto']","[('de', 'de'), ('carboniano', 'carboniano'), ('edicto', 'edictum')]"
237,"['de', 'bonorum', 'possessione', 'secundum', 'tabulas']","[('de', 'de'), ('bonorum', 'bonus'), ('possessione', 'possessio'), ('secundum', 'secundus'), ('tabulas', 'tabula')]"
238,"['si', 'a', 'parente', 'quis', 'manumissus', 'sit']","[('si', 'si'), ('a', 'ab'), ('parente', 'pareo'), ('quis', 'quis'), ('manumissus', 'manumitto'), ('sit', 'sum')]"
239,"['de', 'bonorum', 'possessione', 'ex', 'testamento', 'militis']","[('de', 'de'), ('bonorum', 'bonus'), ('possessione', 'possessio'), ('ex', 'ex'), ('testamento', 'testamentum'), ('militis', 'miles')]"
240,"['de', 'iure', 'patronatus']","[('de', 'de'), ('iure', 'ius'), ('patronatus', 'patronatus')]"
241,"['de', 'obsequiis', 'parentibus', 'et', 'patronis', 'praestandis']","[('de', 'de'), ('obsequiis', 'obsequium'), ('parentibus', 'parens'), ('et', 'et'), ('patronis', 'patronus'), ('praestandis', 'praesto2')]"
242,"['de', 'operis', 'libertorum']","[('de', 'de'), ('operis', 'opus'), ('libertorum', 'libertus')]"
243,"['de', 'bonis', 'libertorum']","[('de', 'de'), ('bonis', 'bonus'), ('libertorum', 'libertus')]"
244,"['de', 'libertis', 'universitatium']","[('de', 'de'), ('libertis', 'libertus'), ('universitatium', 'universitatium')]"
245,"['de', 'adsignandis', 'libertis']","[('de', 'de'), ('adsignandis', 'ad-signo'), ('libertis', 'libertus')]"
246,"['si', 'quid', 'in', 'fraudem', 'patroni', 'factum', 'sit']","[('si', 'si'), ('quid', 'quis'), ('in', 'in'), ('fraudem', 'fraudo'), ('patroni', 'patronus'), ('factum', 'facio'), ('sit', 'sum')]"
247,"['si', 'tabulae', 'testamenti', 'nullae', 'extabunt']","[('si', 'si'), ('tabulae', 'tabula'), ('testamenti', 'testamentum'), ('nullae', 'nullus'), ('extabunt', 'exto')]"
248,"['unde', 'legitimi']","[('unde', 'unde'), ('legitimi', 'legitimus')]"
249,"['unde', 'cognati']","[('unde', 'unde'), ('cognati', 'cognatus')]"
250,"['de', 'successorio', 'edicto']","[('de', 'de'), ('successorio', 'successorius'), ('edicto', 'edictum')]"
251,"['de', 'gradibus', 'et', 'adfinibus', 'et', 'nominibus', 'eorum']","[('de', 'de'), ('gradibus', 'gradus'), ('et', 'et'), ('adfinibus', 'affinis'), ('et', 'et'), ('nominibus', 'nomen'), ('eorum', 'is')]"
252,"['unde', 'vir', 'et', 'uxor']","[('unde', 'unde'), ('vir', 'vir'), ('et', 'et'), ('uxor', 'uxor')]"
253,"['de', 'veteranorum', 'et', 'militum', 'successione']","[('de', 'de'), ('veteranorum', 'veteranus'), ('et', 'et'), ('militum', 'miles'), ('successione', 'successio')]"
254,"['quibus', 'non', 'competit', 'bonorum', 'possessio']","[('quibus', 'qui'), ('non', 'non'), ('competit', 'competo'), ('bonorum', 'bonus'), ('possessio', 'possessio')]"
255,"['ut', 'ex', 'legibus', 'senatusve', 'consultis', 'bonorum', 'possessio', 'detur']","[('ut', 'ut'), ('ex', 'ex'), ('legibus', 'lex'), ('senatusve', 'senatusve'), ('consultis', 'consulo'), ('bonorum', 'bonus'), ('possessio', 'possessio'), ('detur', 'do')]"
256,"['quis', 'ordo', 'in', 'possessionibus', 'servetur']","[('quis', 'quis'), ('ordo', 'ordo'), ('in', 'in'), ('possessionibus', 'possessio'), ('servetur', 'servo')]"
257,"['de', 'suis', 'et', 'legitimis', 'heredibus']","[('de', 'de'), ('suis', 'suus'), ('et', 'et'), ('legitimis', 'legitimus'), ('heredibus', 'heres')]"
258,"['ad', 'senatus', 'consultum', 'tertullianum', 'et', 'orphitianum']","[('ad', 'ad'), ('senatus', 'senatus'), ('consultum', 'consulo'), ('tertullianum', 'tertullianum'), ('et', 'et'), ('orphitianum', 'orphitianum')]"
259,"['de', 'operis', 'novi', 'nuntiatione']","[('de', 'de'), ('operis', 'opus'), ('novi', 'nosco'), ('nuntiatione', 'nuntiatio')]"
260,"['de', 'damno', 'infecto', 'et', 'de', 'suggrundis', 'et', 'proiectionibus']","[('de', 'de'), ('damno', 'damnum'), ('infecto', 'inficio'), ('et', 'et'), ('de', 'de'), ('suggrundis', 'suggrunda'), ('et', 'et'), ('proiectionibus', 'proiectio')]"
261,"['de', 'aqua', 'et', 'aquae', 'pluviae', 'arcendae']","[('de', 'de'), ('aqua', 'aqua'), ('et', 'et'), ('aquae', 'aqua'), ('pluviae', 'pluvia'), ('arcendae', 'arceo')]"
262,"['de', 'publicanis', 'et', 'vectigalibus', 'et', 'commissis']","[('de', 'de'), ('publicanis', 'publicanus'), ('et', 'et'), ('vectigalibus', 'vectigal'), ('et', 'et'), ('commissis', 'committo')]"
263,"['de', 'donationibus']","[('de', 'de'), ('donationibus', 'donatio')]"
264,"['de', 'mortis', 'causa', 'donationibus', 'et', 'capionibus']","[('de', 'de'), ('mortis', 'mors'), ('causa', 'causa'), ('donationibus', 'donatio'), ('et', 'et'), ('capionibus', 'capio')]"
265,"['de', 'manumissionibus']","[('de', 'de'), ('manumissionibus', 'manumissio')]"
266,"['de', 'manumissis', 'vindicta']","[('de', 'de'), ('manumissis', 'manumitto'), ('vindicta', 'vindicta')]"
267,"['de', 'manumissionibus', 'quae', 'servis', 'ad', 'universitatem', 'pertinentibus', 'imponuntur']","[('de', 'de'), ('manumissionibus', 'manumissio'), ('quae', 'qui'), ('servis', 'servio'), ('ad', 'ad'), ('universitatem', 'universitas'), ('pertinentibus', 'pertineo'), ('imponuntur', 'impono')]"
268,"['de', 'manumissis', 'testamento']","[('de', 'de'), ('manumissis', 'manumitto'), ('testamento', 'testamentum')]"
269,"['de', 'fideicommissariis', 'libertatibus']","[('de', 'de'), ('fideicommissariis', 'fideicommissarius'), ('libertatibus', 'libertas')]"
270,"['de', 'ademptione', 'libertatis']","[('de', 'de'), ('ademptione', 'ademptio'), ('libertatis', 'libertas')]"
271,"['de', 'statuliberis']","[('de', 'de'), ('statuliberis', 'statuliberis')]"
272,"['qui', 'sine', 'manumissione', 'ad', 'libertatem', 'perveniunt']","[('qui', 'qui'), ('sine', 'sine'), ('manumissione', 'manumissio'), ('ad', 'ad'), ('libertatem', 'libertas'), ('perveniunt', 'pervenio')]"
273,"['qui', 'et', 'a', 'quibus', 'manumissi', 'liberi', 'non', 'fiunt', 'et', 'ad', 'legem', 'aeliam', 'sentiam']","[('qui', 'qui'), ('et', 'et'), ('a', 'ab'), ('quibus', 'qui'), ('manumissi', 'manumitto'), ('liberi', 'libet'), ('non', 'non'), ('fiunt', 'fio'), ('et', 'et'), ('ad', 'ad'), ('legem', 'lex'), ('aeliam', 'aeliam'), ('sentiam', 'sentio')]"
274,"['de', 'iure', 'aureorum', 'anulorum']","[('de', 'de'), ('iure', 'ius'), ('aureorum', 'aureus'), ('anulorum', 'anulus1')]"
275,"['de', 'natalibus', 'restituendis']","[('de', 'de'), ('natalibus', 'natal'), ('restituendis', 'restituo')]"
276,"['de', 'liberali', 'causa']","[('de', 'de'), ('liberali', 'liberal'), ('causa', 'causa')]"
277,"['quibus', 'ad', 'libertatem', 'proclamare', 'non', 'licet']","[('quibus', 'qui'), ('ad', 'ad'), ('libertatem', 'libertas'), ('proclamare', 'proclamaris'), ('non', 'non'), ('licet', 'licet')]"
278,"['si', 'ingenuus', 'esse', 'dicetur']","[('si', 'si'), ('ingenuus', 'ingenuus'), ('esse', 'sum'), ('dicetur', 'dico')]"
279,"['ne', 'de', 'statu', 'defunctorum', 'post', 'quinquennium', 'quaeratur']","[('ne', 'ne'), ('de', 'de'), ('statu', 'status'), ('defunctorum', 'defunctor'), ('post', 'post'), ('quinquennium', 'quinquennium'), ('quaeratur', 'quaero')]"
280,"['de', 'collusione', 'detegenda']","[('de', 'de'), ('collusione', 'collusio'), ('detegenda', 'detego')]"
281,"['de', 'adquirendo', 'rerum', 'dominio']","[('de', 'de'), ('adquirendo', 'acquiro'), ('rerum', 'res'), ('dominio', 'dominium')]"
282,"['de', 'adquirenda', 'vel', 'amittenda', 'possessione']","[('de', 'de'), ('adquirenda', 'acquiro'), ('vel', 'vel'), ('amittenda', 'amitto'), ('possessione', 'possessio')]"
283,"['de', 'usurpationibus', 'et', 'usucapionibus']","[('de', 'de'), ('usurpationibus', 'usurpatio'), ('et', 'et'), ('usucapionibus', 'usucapio')]"
284,"['pro', 'emptore']","[('pro', 'pro'), ('emptore', 'emptor')]"
285,"['pro', 'herede', 'vel', 'pro', 'possessore']","[('pro', 'pro'), ('herede', 'heres'), ('vel', 'vel'), ('pro', 'pro'), ('possessore', 'possessor')]"
286,"['pro', 'donato']","[('pro', 'pro'), ('donato', 'dono')]"
287,"['pro', 'derelicto']","[('pro', 'pro'), ('derelicto', 'derelinquo')]"
288,"['pro', 'legato']","[('pro', 'pro'), ('legato', 'legatus')]"
289,"['pro', 'dote']","[('pro', 'pro'), ('dote', 'dos')]"
290,"['pro', 'suo']","[('pro', 'pro'), ('suo', 'suus')]"
291,"['de', 're', 'iudicata', 'et', 'de', 'effectu', 'sententiarum', 'et', 'de', 'interlocutionibus']","[('de', 'de'), ('re', 'res'), ('iudicata', 'judico'), ('et', 'et'), ('de', 'de'), ('effectu', 'effectus'), ('sententiarum', 'sententiaris'), ('et', 'et'), ('de', 'de'), ('interlocutionibus', 'interlocutio')]"
292,"['de', 'confessis']","[('de', 'de'), ('confessis', 'confessum')]"
293,"['de', 'cessione', 'bonorum']","[('de', 'de'), ('cessione', 'cessio'), ('bonorum', 'bonus')]"
